Table,Sheet,Field,Type,Position,ZH,VN,TH
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J37,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J38,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J39,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J40,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J41,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J42,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J43,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J44,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J45,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J46,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J47,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J48,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J49,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J50,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J53,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J54,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J55,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J56,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J57,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J58,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J59,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J60,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J61,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J62,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J63,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J64,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J65,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J66,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J67,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J68,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J69,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J70,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J71,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J72,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J73,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J76,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J77,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J78,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J79,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J80,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J81,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J82,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J83,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J84,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J85,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J86,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J87,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J88,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J89,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J90,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J91,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J92,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J93,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J94,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J95,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J96,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J99,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J100,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J101,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J102,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J103,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J104,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J105,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J106,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J107,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J108,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J109,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J110,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J111,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J112,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J113,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J114,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J115,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J116,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J117,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J118,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J119,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J122,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J123,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J124,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J125,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J126,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J127,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J128,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J129,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J130,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J131,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J132,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J133,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J134,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J135,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J136,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J137,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J138,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J139,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J140,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J141,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J142,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J145,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J146,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J147,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J148,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J149,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J150,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J151,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J152,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J153,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J154,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J155,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J156,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J157,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J158,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J159,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J160,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần,Rút thưởng Đoạt Bảo 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J161,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần,Hẹn với Mỹ Nhân 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J162,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần,Tăng cấp Thần Binh bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J163,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần,Tăng cấp Chí Bảo bất kỳ 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J164,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần,Dùng Cây Rung Tiền 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J165,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ,Nạp khoản tiền bất kỳ
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J168,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J169,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần,Chiêu mộ cao cấp 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J170,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần,Tặng điểm Tình Bạn 10 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J171,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần,Nhận NV Diệt Phỉ Cam 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J172,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần,Tác chiến nhanh 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J173,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần,Khiêu chiến Tỷ Võ Trường 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J174,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần,Tham gia Phó Bản Ngày 5 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J175,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần,Quyên góp Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J176,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần,Khiêu chiến Tướng Địch LM 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J177,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần,Tham gia Luyện Võ Tháp 2 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J178,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần,Tham gia Vượt Ải Trảm Tướng 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J179,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần,Viễn Chinh Thảo Phạt thắng 3 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J180,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần,Tăng cấp kỹ năng Liên Minh 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J181,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần,Mua vật phẩm ở Tiệm 1 lần
act_29009_mizhao_new.xlsx,act_29009_mizhao_new,task_name,后端,J182,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần,Ghép trang bị thành công 3 lần
